r_naive,r_correct,theta
0.787688,0.813367,3.50754
0.926198,0.919196,5.28292
0.851884,0.907592,0.721171
0.234728,0.679902,2.92904
0.775118,0.902811,0.0540142
0.319568,0.703271,3.09234
0.662128,0.810309,0.0892662
0.910603,0.642843,2.56101
0.549908,0.685645,3.77461
0.56967,0.237518,5.00317
0.266699,0.702191,3.57365
0.24029,0.384018,0.903732
0.809246,0.278024,5.4435
0.0784014,0.957067,2.89611
0.504986,0.734037,2.31608
0.80451,0.835196,3.7252
0.484669,0.675107,3.7931
0.647728,0.663014,3.34465
0.417335,0.753007,3.98204
0.405147,0.547573,0.555421
0.459172,0.288885,2.11187
0.419901,0.875519,1.33149
0.213166,0.769013,0.331816
0.813021,0.84476,2.20519
0.9402,0.951628,0.266702
0.728474,0.323973,1.82227
0.304598,0.70353,4.09839
0.134597,0.123523,0.167392
0.551116,0.38547,2.17103
0.618148,0.648189,4.96604
0.20601,0.679099,2.13181
0.298458,0.6764,4.86366
0.162045,0.755951,5.9721
0.397853,0.208807,0.585783
0.880552,0.722632,4.09572
0.763412,0.908294,2.31549
0.401623,0.99635,2.05508
0.0648931,0.98407,1.63822
0.378148,0.645294,2.25804
0.514985,0.837663,0.980825
0.409364,0.777822,3.69621
0.127057,0.913016,5.41154
0.429842,0.518696,5.44528
0.00320959,0.791757,0.728696
0.755515,0.761003,2.51642
0.216888,0.957484,0.894788
0.691425,0.822662,0.411318
0.413151,0.913096,3.20361
0.174832,0.0535167,4.95219
0.857898,0.645804,1.99968
0.78448,0.562884,0.157242
0.186206,0.877215,1.37885
0.707306,0.864677,5.73928
0.624735,0.169771,3.24945
0.585438,0.801242,5.98724
0.818429,0.79574,2.64521
0.883033,0.729139,4.50256
0.248175,0.775138,0.590275
0.0121411,0.421402,0.666115
0.196083,0.657378,4.32135
0.552732,0.545024,5.06995
0.57108,0.591927,2.01042
0.197651,0.507232,1.51945
0.843632,0.673303,2.18408
0.261167,0.400526,0.0941898
0.563573,0.314366,0.151615
0.114441,0.865791,4.63724
0.537593,0.915102,0.494293
0.448789,0.962022,6.25206
0.817767,0.96544,5.29451
0.923475,0.800958,4.79293
0.118063,0.33163,4.90105
0.540354,0.618783,0.73858
0.605478,0.515727,2.89095
0.0727763,0.631946,0.00964627
0.969511,0.778849,4.07967
0.253399,0.76993,4.98524
0.757088,0.863397,3.63086
0.966318,0.3401,1.67704
0.739364,0.277373,4.94577
0.739345,0.872675,2.75975
0.233428,0.390582,1.28224
0.381147,0.949403,4.52935
0.764991,0.419342,3.06128
0.581799,0.883943,5.53448
0.926186,0.918415,4.67433
0.554855,0.651945,0.608291
0.0639131,0.790312,2.24296
0.989934,0.351242,4.35277
0.800327,0.871378,4.97589
0.43238,0.670267,4.46056
0.675845,0.228258,5.18777
0.878838,0.890361,4.04248
0.844824,0.552339,0.515839
0.578207,0.498696,2.35345
0.889502,0.884535,0.254642
0.924455,0.760553,0.736365
0.341744,0.447696,4.80508
0.645126,0.989086,2.52808
0.899572,0.114501,5.48752
0.614868,0.863405,5.6417
0.516148,0.478154,1.43203
0.884792,0.665357,4.27464
0.298388,0.425209,3.94737
0.472015,0.858647,5.94519
0.353926,0.0754777,5.93627
0.605748,0.78918,2.34682
0.79971,0.71652,5.69722
0.0148392,0.508132,2.22807
0.59786,0.821376,2.59234
0.989294,0.871606,0.343866
0.767582,0.553636,2.70175
0.32377,0.583822,1.31487
0.647162,0.808504,1.39881
0.111967,0.290761,3.8721
0.692342,0.125239,5.34639
0.341593,0.406946,5.37411
0.651855,0.789078,3.03972
0.233758,0.346857,1.34603
0.829952,0.780315,6.1108
0.146201,0.797073,2.32113
0.98054,0.243167,1.08196
0.285506,0.497467,5.33327
0.220699,0.328917,3.90154
0.199558,0.925637,0.0555504
0.15971,0.809796,5.09159
0.852241,0.275672,0.474441
0.198523,0.678113,2.472
0.349308,0.907103,4.81563
0.37338,0.341651,3.20762
0.829809,0.832943,2.77226
0.41176,0.454578,0.759501
0.163184,0.865183,4.75126
0.726986,0.777149,2.84356
0.564331,0.992741,5.66789
0.2987,0.991889,5.61672
0.36871,0.974209,4.65684
0.394663,0.934542,3.39126
0.540078,0.964233,5.48478
0.0623267,0.877712,4.43173
0.181215,0.648411,4.68793
0.150761,0.732901,0.171528
0.463109,0.683307,1.61755
0.622336,0.394577,0.735083
0.856181,0.628472,3.63687
0.572652,0.742344,0.228226
0.550913,0.559179,2.48036
0.158263,0.0926319,6.11441
0.620851,0.893593,5.17336
0.523176,0.790886,2.28873
0.837536,0.692349,1.12849
0.591483,0.913586,4.17611
0.222476,0.949391,2.0755
0.302317,0.508928,5.22326
0.124706,0.698908,5.20249
0.383537,0.226976,3.92505
0.348127,0.567285,1.60407
0.184097,0.26586,1.81383
0.557582,0.635122,2.81478
0.838596,0.867368,6.09496
0.340683,0.771312,3.90303
0.145772,0.994079,2.19843
0.324218,0.450396,4.74085
0.531751,0.527993,5.50788
0.0500302,0.719931,4.86121
0.202392,0.787012,2.36187
0.885346,0.286049,4.75555
0.577347,0.96161,2.40504
0.075716,0.841759,4.4927
0.00676619,0.345336,1.48264
0.567908,0.930001,6.10388
0.638209,0.977981,0.412742
0.234847,0.751826,1.18568
0.468903,0.635943,3.45582
0.272333,0.128915,4.32431
0.162107,0.837744,2.03722
0.235926,0.313906,5.0328
0.954146,0.899991,4.02681
0.0789707,0.766315,5.05513
0.95323,0.581159,3.12072
0.293364,0.703475,5.08177
0.0710948,0.834375,6.08579
0.253675,0.83716,5.90114
0.316358,0.375206,3.30195
0.628249,0.619135,5.22857
0.957823,0.580077,5.01941
0.845191,0.723244,2.44541
0.447414,0.163541,2.56153
0.227455,0.35136,0.570785
0.24744,0.457921,3.90242
0.473581,0.997981,6.12847
0.761558,0.968073,3.9438
0.163053,0.922195,0.0315402
0.158507,0.300652,3.91821
0.0509698,0.364996,5.23687
0.400364,0.757101,3.64552
0.88074,0.718679,1.85905
0.770414,0.958248,1.28469
0.625225,0.308031,4.35322
0.290673,0.968549,4.54608
0.658309,0.762601,3.42685
0.831699,0.485584,4.0372
0.697991,0.860471,0.158534
0.324929,0.976842,0.289776
0.818434,0.267462,4.78561
0.810346,0.531309,1.19814
0.921712,0.596492,1.4747
0.237209,0.849339,0.549328
0.157256,0.997665,5.41193
0.747752,0.552568,1.66889
0.580563,0.63213,1.49557
0.755699,0.270414,1.8252
0.0980127,0.672113,0.802496
0.558789,0.716221,0.461808
0.030939,0.601946,4.74466
0.757528,0.629787,5.91638
0.381285,0.689652,2.20694
0.173867,0.931753,5.17951
0.87899,0.759044,4.80612
0.0826709,0.510706,1.18924
0.505216,0.342544,3.84574
0.546089,0.559104,4.2726
0.840031,0.61174,2.47651
0.676007,0.22076,1.03475
0.251416,0.724489,1.50373
0.193788,0.833037,0.905945
0.812198,0.841473,6.24404
0.2334,0.335127,4.77016
0.266608,0.515043,5.82412
0.107652,0.464627,2.71607
0.326514,0.237593,0.814316
0.0879107,0.828557,3.07643
0.256949,0.617573,0.501249
0.0363711,0.684903,3.51549
0.338865,0.877267,2.75457
0.997763,0.915425,3.03563
0.539775,0.970937,1.75114
0.472324,0.768936,0.0901258
0.0809996,0.908235,2.43682
0.562305,0.232692,4.75628
0.471038,0.482108,5.04731
0.447803,0.667029,5.86765
0.117704,0.604989,5.24231
0.374141,0.830376,0.247414
0.0920375,0.726544,1.82921
0.526762,0.520275,0.250005
0.123216,0.472331,5.76899
0.203529,0.986972,3.1728
0.19056,0.61862,6.11182
0.662724,0.790292,4.19489
0.0784772,0.387143,1.51669
0.530994,0.962566,3.25174
0.150059,0.226114,3.06773
0.456543,0.582915,4.16901
0.724117,0.9879,2.9226
0.199383,0.941621,0.698602
0.223937,0.788242,2.48935
0.814542,0.410375,1.10732
0.35488,0.433809,5.64685
0.843239,0.268418,4.52821
0.598853,0.846909,3.60356
0.656048,0.93987,5.89228
0.709001,0.728993,2.73982
0.00149828,0.863432,0.783021
0.0399382,0.570352,3.61222
0.461246,0.985971,2.97671
0.532459,0.859903,2.25606
0.703264,0.21824,1.49542
0.492626,0.727001,2.48902
0.269669,0.738396,3.20062
0.563378,0.682315,1.63793
0.0590855,0.871746,4.03313
0.386428,0.369337,5.62253
0.344296,0.875299,1.41364
0.707826,0.938154,1.91443
0.735851,0.492792,2.43324
0.744349,0.597273,3.47449
0.737435,0.933813,0.355918
0.807964,0.708841,4.21777
0.224352,0.408756,5.44964
0.440094,0.922194,4.72157
0.71392,0.695125,5.11407
0.165234,0.942162,4.49733
0.661749,0.80308,1.14723
0.748564,0.407932,5.88065
0.461236,0.692794,5.73867
0.532026,0.677912,4.58385
0.260177,0.797199,5.39127
0.878435,0.112882,5.76051
0.0952517,0.874321,0.623406
0.686072,0.956947,1.16989
0.138737,0.534737,4.9501
0.412543,0.778011,0.570835
0.280959,0.808841,4.08448
0.720337,0.846112,2.07316
0.840162,0.748499,5.34269
0.650546,0.74434,3.51479
0.119685,0.987847,3.67064
0.963089,0.148057,6.26369
0.995,0.993816,2.82721
0.53889,0.867938,2.47181
0.26346,0.747515,0.194912
0.955404,0.955092,3.38395
0.839963,0.845942,3.16522
0.910174,0.735274,0.777243
0.213557,0.676496,5.36736
0.322421,0.441917,5.30176
0.632793,0.904966,4.53506
0.511033,0.145899,1.97307
0.73636,0.482511,6.26355
0.35973,0.56619,6.1637
0.941448,0.863765,3.75229
0.949233,0.930201,3.1765
0.269048,0.997284,5.30977
0.19467,0.472635,3.25111
0.535231,0.726216,3.51675
0.671167,0.93153,3.06763
0.979882,0.785432,5.8437
0.433581,0.729115,0.410218
0.916053,0.52893,0.392296
0.204366,0.69196,5.46051
0.379646,0.875243,5.22402
0.984659,0.937574,4.90375
0.197917,0.886746,1.61837
0.474008,0.995502,2.23347
0.589715,0.405266,1.31645
0.152034,0.879083,4.1774
0.964072,0.717211,6.13631
0.716117,0.823811,2.77705
0.434212,0.626137,5.94764
0.0551679,0.0849915,6.10175
0.545321,0.967584,4.97479
0.175889,0.792915,3.03759
0.720584,0.727644,1.83138
0.828623,0.182558,3.70181
0.494055,0.514679,3.55864
0.103082,0.602197,6.02132
0.737066,0.481298,0.555877
0.577924,0.734221,2.94436
0.127919,0.959265,3.05072
0.651465,0.295053,2.15581
0.941415,0.67772,1.13555
0.927589,0.651861,1.9008
0.163635,0.996186,3.0771
0.00162824,0.270973,1.88298
0.517014,0.539298,0.984784
0.926243,0.777165,3.84089
0.193191,0.569125,3.21481
0.736065,0.367267,3.69938
0.813736,0.652572,2.05005
0.258459,0.908508,5.0141
0.143564,0.994597,0.391765
0.0134494,0.54672,5.14669
0.31793,0.621279,5.25622
0.241008,0.981638,4.25766
0.0312354,0.584889,5.30763
0.277898,0.97047,6.21992
0.013136,0.734498,2.62527
0.786842,0.890327,2.38322
0.844418,0.642438,3.08019
0.553423,0.831979,0.0810013
0.144207,0.918786,0.800752
0.445,0.852497,6.1083
0.964166,0.930875,5.5634
0.466404,0.702719,1.1224
0.71399,0.890394,1.16112
0.181482,0.89881,5.79344
0.127393,0.470886,4.85912
0.655901,0.978365,1.73116
0.775335,0.922636,3.6226
0.0322919,0.516075,5.31063
0.197588,0.73204,1.79026
0.648567,0.881897,1.61045
0.255241,0.945826,4.11529
0.538304,0.662031,4.3074
0.541174,0.861075,3.86721
0.419006,0.637171,2.11952
0.273016,0.95821,0.53659
0.917796,0.655032,5.06045
0.168886,0.662864,0.222538
0.197573,0.538065,1.29287
0.194558,0.202675,4.73237
0.243186,0.435873,1.01603
0.924974,0.993981,6.04229
0.888591,0.332889,4.7512
0.718019,0.849065,6.26445
0.782915,0.552448,1.79471
0.152061,0.425698,5.40763
0.953321,0.802687,0.119544
0.419499,0.937602,0.108632
0.509621,0.658372,4.77464
0.895828,0.964714,0.780806
0.319381,0.891277,5.42277
0.0525382,0.394437,1.69857
0.611731,0.82961,1.26287
0.362472,0.83538,2.06302
0.223163,0.721755,4.18475
0.290604,0.681993,2.9498
0.831986,0.470223,1.59854
0.376126,0.991133,1.65041
0.616117,0.768724,5.81965
0.172988,0.994662,3.62199
0.852717,0.822157,3.5667
0.75222,0.976091,4.53759
0.605462,0.918297,3.79786
0.984581,0.857494,3.04639
0.40314,0.845763,5.56707
0.191685,0.937739,3.06648
0.53184,0.98325,2.63464
0.838756,0.902163,4.78678
0.565564,0.717681,4.3519
0.912088,0.393036,4.60572
0.240584,0.61815,1.45813
0.639895,0.486645,6.12773
0.766688,0.370236,5.22776
0.448009,0.15376,1.69978
0.68737,0.887561,6.00855
0.981968,0.834351,3.0604
0.425795,0.709625,3.57075
0.339892,0.836529,5.32423
0.322124,0.812293,5.14859
0.773436,0.599139,1.68844
0.225276,0.978284,4.34158
0.981473,0.634627,3.66969
0.209021,0.950787,1.43255
0.119092,0.508026,5.78149
0.53359,0.617753,3.45175
0.296809,0.81248,3.50237
0.231526,0.533066,4.398
0.859724,0.814297,4.04011
0.96396,0.0685199,4.54928
0.237999,0.880544,2.86175
0.792655,0.850758,4.1893
0.612016,0.50644,1.05998
0.853573,0.359266,4.71238
0.629458,0.642618,4.14352
0.264279,0.938448,5.41976
0.539845,0.230833,0.750902
0.562567,0.67671,4.37762
0.803459,0.975587,1.49496
0.323669,0.525027,4.44466
0.858739,0.286571,6.19268
0.776404,0.644327,3.7714
0.709344,0.731808,2.30228
0.560891,0.860247,3.73349
0.954364,0.237278,3.79355
0.922638,0.862203,2.58837
0.847609,0.699134,0.922287
0.815667,0.29516,2.42651
0.869764,0.565496,4.665
0.467492,0.94283,5.95093
0.0665589,0.550809,1.26192
0.528431,0.447296,5.214
0.576195,0.810886,3.40549
0.10496,0.793052,5.59904
0.785329,0.425307,1.7906
0.245369,0.544543,5.14295
0.852588,0.63972,0.416813
0.186107,0.321195,4.58363
0.116783,0.085487,3.1995
0.368277,0.853282,5.9258
0.517256,0.643877,1.58145
0.590048,0.546753,3.45553
0.412201,0.96064,2.5058
0.936733,0.217607,5.92911
0.761045,0.906516,5.26224
0.0316223,0.101559,4.23507
0.652919,0.226687,3.05798
0.80092,0.80083,2.22847
0.712331,0.863436,1.28064
0.138214,0.872147,2.44
0.127466,0.929753,3.58564
0.507623,0.786292,5.12467
0.919138,0.50251,3.25854
0.449902,0.624675,5.85972
0.784524,0.391197,2.53284
0.880144,0.58784,5.03355
0.318771,0.924948,4.19846
0.367221,0.666924,0.0334518
0.923411,0.810865,3.32386
0.14771,0.426925,1.37886
0.814492,0.309574,4.69787
0.841263,0.368745,4.31851
0.705738,0.322394,0.452346
0.479114,0.931147,4.08135
0.191014,0.889981,5.62975
0.640118,0.857024,0.230819
0.435642,0.317367,4.23973
0.688271,0.751486,3.40875
0.77639,0.709846,2.03224
0.198321,0.457819,1.12112
0.675189,0.961526,4.47618
0.830148,0.662114,4.49915
0.774324,0.2323,1.31984
0.533715,0.881169,2.7104
0.401974,0.515827,5.53494
0.349841,0.664358,3.29151
0.556827,0.392062,3.65717
0.0568178,0.672959,1.28138
0.835972,0.880914,4.12747
0.932264,0.983751,0.409646
0.355644,0.453693,0.710255
0.784052,0.560862,2.81347
0.125293,0.967164,5.49871
0.784281,0.680767,2.67748
0.688296,0.5477,5.34644
0.852269,0.87161,3.39061
0.303897,0.943213,2.66228
0.155857,0.675407,1.70164
0.0330799,0.809066,5.10023
0.543476,0.345544,5.99392
0.682146,0.305548,0.76083
0.884063,0.282308,3.78137
0.392592,0.532795,5.35022
0.945843,0.793804,1.68659
0.0365458,0.774065,4.80815
0.442303,0.485449,1.98891
0.0694585,0.575425,4.54015
0.997967,0.55618,4.40838
0.755267,0.45638,0.971765
0.0823075,0.758484,0.903591
0.440119,0.378301,1.25043
0.114837,0.549864,2.03694
0.302859,0.784092,1.47585
0.681178,0.746849,5.77036
0.0262213,0.819244,1.64652
0.537818,0.600321,2.63136
0.831769,0.608704,1.70151
0.0417563,0.868943,2.26771
0.936952,0.272255,5.68376
0.680216,0.354453,4.68423
0.671092,0.854942,2.35347
0.694707,0.666289,1.55061
0.927229,0.728249,0.773336
0.422021,0.98221,6.00129
0.367371,0.566327,6.11864
0.452629,0.590593,5.84369
0.599377,0.935516,0.31886
0.183195,0.769649,4.20117
0.00612568,0.314398,5.51801
0.580356,0.617707,0.854591
0.691435,0.791256,2.26705
0.0945713,0.636955,0.676381
0.56899,0.971058,5.21356
0.0136327,0.955912,1.78404
0.0575997,0.505985,3.71256
0.330525,0.332697,4.22336
0.14221,0.459547,0.293123
0.406434,0.731201,2.7921
0.220442,0.610166,4.84209
0.668573,0.763958,5.50957
0.268512,0.531016,3.34646
0.21983,0.565491,1.2397
0.144178,0.940523,4.69971
0.524145,0.132863,5.73098
0.420528,0.578699,3.4771
0.467866,0.813923,1.50101
0.393785,0.281119,4.06816
0.620036,0.921404,3.47483
0.819075,0.699782,2.3357
0.43725,0.972316,1.41574
0.315262,0.980039,4.59354
0.306576,0.992388,4.52764
0.201046,0.446336,5.26087
0.426595,0.939762,5.76106
0.00119725,0.914682,2.08896
0.386837,0.94674,1.14291
0.597106,0.249611,1.73941
0.666022,0.281467,5.34592
0.549997,0.447971,3.14652
0.262378,0.723792,0.264302
0.706893,0.712042,3.60947
0.0596132,0.866402,0.779768
0.701644,0.441345,1.03026
0.751329,0.722333,4.91502
0.0678754,0.797037,3.25394
0.0258821,0.41934,4.75993
0.175591,0.140667,1.43107
0.700705,0.59834,0.834616
0.0340877,0.366869,4.80165
0.667447,0.322898,4.85603
0.417655,0.76519,2.89518
0.412381,0.223884,3.87281
0.330235,0.845514,0.548881
0.328647,0.193457,3.09291
0.43393,0.732883,5.02559
0.716664,0.745963,1.67716
0.254296,0.801288,3.75358
0.552036,0.820749,5.15644
0.102647,0.634824,4.37964
0.931343,0.780124,4.89036
0.711822,0.643129,6.10165
0.0880017,0.908356,1.82101
0.573129,0.972753,0.140551
0.162597,0.590351,0.0714066
0.0233824,0.44417,4.88731
0.420362,0.144797,0.110793
0.0182492,0.495284,5.92336
0.194941,0.70902,1.8272
0.840148,0.643979,3.75059
0.992678,0.471736,6.07671
0.904604,0.930117,1.34152
0.465269,0.750593,4.49187
0.0199011,0.793822,6.21332
0.967191,0.627167,2.77282
0.197574,0.3615,2.44419
0.48681,0.989569,4.34972
0.99274,0.66129,1.85633
0.45837,0.942125,2.47785
0.711656,0.952786,5.56344
0.905035,0.985848,4.60564
0.961766,0.899277,4.31608
0.292812,0.431494,1.12556
0.0464763,0.0502738,5.09882
0.92781,0.854328,6.19482
0.520687,0.902676,6.0735
0.0752651,0.928101,5.14558
0.870154,0.481767,0.900799
0.0442483,0.992541,0.131425
0.709025,0.673057,4.08653
0.895157,0.269576,2.45337
0.326085,0.991727,1.94318
0.722036,0.597137,5.65695
0.294724,0.470642,0.455925
0.647535,0.753712,0.354784
0.675909,0.956175,5.46351
0.260266,0.505649,2.9158
0.159876,0.870505,1.96421
0.62728,0.529748,1.55346
0.707021,0.939016,3.04968
0.671409,0.787264,1.27177
0.018088,0.774131,0.897746
0.495278,0.788548,2.5199
0.258963,0.388087,0.727522
0.421329,0.247245,0.536946
0.431472,0.289217,3.57232
0.877694,0.813725,1.54731
0.473278,0.779633,4.12916
0.559725,0.86736,4.25323
0.225666,0.530026,3.71296
0.0984383,0.87765,5.01068
0.721834,0.369911,1.13216
0.826556,0.816042,3.61106
0.355554,0.636516,0.861816
0.78272,0.984262,3.57753
0.312438,0.508235,2.22752
0.0127001,0.754822,5.07842
0.645538,0.887487,0.12024
0.570364,0.678987,0.898912
0.19159,0.910596,4.43917
0.338622,0.515112,2.26242
0.226881,0.742215,1.90566
0.781982,0.368747,4.31748
0.6529,0.993957,2.0937
0.612108,0.799918,2.08436
0.528308,0.781116,5.26132
0.0491987,0.877647,3.76921
0.191396,0.368109,2.89757
0.229124,0.909045,0.24897
0.689983,0.920987,5.22087
0.76939,0.898413,0.182325
0.760018,0.888552,5.76441
0.725588,0.520161,1.68593
0.191396,0.214658,2.17778
0.321266,0.634193,5.49851
0.582412,0.856659,5.79047
0.714911,0.273433,0.619503
0.900893,0.874861,0.549359
0.0408621,0.733908,5.69931
0.410226,0.188467,2.71336
0.194853,0.959188,5.69453
0.224554,0.910069,4.73152
0.637065,0.876434,1.05706
0.283451,0.739178,4.83264
0.0470969,0.65465,0.87309
0.913517,0.969328,3.02228
0.802736,0.884954,2.30733
0.340772,0.759284,1.36642
0.119353,0.843026,4.2265
0.423683,0.874933,0.396095
0.608869,0.603777,5.15752
0.224835,0.668164,1.294
0.618041,0.743028,3.47646
0.139678,0.872824,4.18448
0.39017,0.963747,4.33541
0.787964,0.448582,0.586164
0.951635,0.816917,0.994043
0.678469,0.543525,6.06691
0.664851,0.63982,3.31707
0.554747,0.525609,5.02148
0.730901,0.921192,5.05547
0.798804,0.617088,4.93196
0.355257,0.12137,2.42424
0.464658,0.550121,2.47128
0.22906,0.588784,5.45731
0.40364,0.876496,4.40447
0.00877251,0.713429,1.60174
0.81115,0.314171,4.57852
0.473429,0.52462,0.512676
0.643395,0.881109,1.44008
0.29814,0.890304,1.83128
0.450663,0.84301,4.51143
0.452774,0.977557,0.167633
0.154675,0.415295,5.50294
0.410799,0.698013,6.23592
0.947161,0.661039,0.142405
0.00464242,0.359453,2.95246
0.0158229,0.190694,4.20187
0.735726,0.397819,3.36963
0.971288,0.876233,5.4482
0.705084,0.917955,3.50183
0.904942,0.993444,1.46583
0.639029,0.702067,4.69028
0.366968,0.451094,3.15245
0.157195,0.987958,4.82153
0.601647,0.542622,4.09029
0.161111,0.939833,0.464212
0.103896,0.37187,5.47557
0.547106,0.905901,0.703477
0.779839,0.966845,3.13471
0.459582,0.805191,0.659283
0.503003,0.422861,2.57342
0.653348,0.551076,3.3584
0.592999,0.941529,0.160658
0.702854,0.667868,5.15983
0.420642,0.508742,4.1212
0.949547,0.852204,6.08334
0.477694,0.831945,1.14804
0.732205,0.159052,5.27356
0.868055,0.86283,2.34889
0.847737,0.718897,2.62104
0.289995,0.43371,3.46677
0.598505,0.948731,2.25335
0.405874,0.394489,1.90789
0.873511,0.86988,4.24119
0.682687,0.721049,2.86162
0.547953,0.750889,5.51292
0.366888,0.65903,6.13386
0.126408,0.8696,2.25108
0.573094,0.500279,1.54822
0.442267,0.8368,1.69891
0.791247,0.294782,3.63415
0.366305,0.40574,0.917384
0.435932,0.886645,3.37701
0.597966,0.92223,4.77914
0.661511,0.260233,1.17785
0.382179,0.533935,0.674951
0.558418,0.405241,6.00022
0.682701,0.38122,2.12876
0.628294,0.8592,2.89799
0.451003,0.804978,4.15975
0.845065,0.783104,1.06071
0.220267,0.110597,2.55238
0.369692,0.411687,3.88643
0.288008,0.312931,6.24122
0.132568,0.605682,1.00219
0.936454,0.641949,3.61164
0.347021,0.126502,4.76163
0.234496,0.586968,5.61628
0.231073,0.531924,5.16792
0.324084,0.808569,0.721331
0.768411,0.561568,6.07858
0.719818,0.655835,0.744856
0.709537,0.759733,1.85535
0.341733,0.86252,5.29472
0.0959713,0.780137,5.27995
0.297299,0.963198,5.40905
0.513492,0.929022,4.01853
0.925107,0.97101,1.51533
0.241444,0.732106,1.76331
0.463178,0.527681,3.9316
0.903551,0.309317,4.19852
0.0644529,0.448699,5.43233
0.753757,0.983867,3.28845
0.186695,0.81868,4.79615
0.0484462,0.780909,5.56556
0.0286901,0.337452,3.33958
0.53982,0.971906,1.68762
0.989765,0.991471,1.57357
0.114544,0.575922,6.10409
0.302797,0.281552,2.61861
0.965784,0.757803,4.5214
0.223607,0.971221,6.13837
0.00740466,0.614457,0.533425
0.203764,0.787808,0.527812
0.127773,0.941398,0.644007
0.459582,0.683586,2.14877
0.714151,0.672756,0.86485
0.0780309,0.524129,3.07312
0.348008,0.697641,4.64596
0.85473,0.446002,3.94476
0.0846671,0.646895,4.59108
0.93976,0.534075,5.98523
0.720751,0.982375,3.94823
0.501568,0.535136,1.00269
0.217071,0.732357,3.1663
0.790004,0.665356,1.57119
0.666381,0.83044,0.202733
0.122934,0.386928,1.70262
0.648186,0.60245,5.33972
0.62938,0.230248,4.21573
0.667755,0.996207,3.46174
0.854308,0.319598,0.123645
0.531492,0.272021,4.09244
0.244576,0.106158,1.49887
0.200549,0.517385,2.07649
0.325463,0.486833,4.88795
0.38259,0.701907,5.70549
0.519773,0.876223,3.54729
0.343027,0.962062,1.58608
0.378511,0.824775,3.51019
0.362842,0.911299,4.80492
0.806194,0.918244,1.83975
0.191342,0.968042,1.48553
0.538343,0.986194,4.7174
0.232618,0.469814,3.44106
0.906338,0.380138,5.80815
0.620774,0.0971624,4.46164
0.617042,0.651135,0.57088
0.696701,0.260765,2.70231
0.217534,0.637612,3.80366
0.992049,0.498916,2.03236
0.912697,0.35803,0.71219
0.611024,0.651781,3.72968
0.262818,0.310743,1.0078
0.38207,0.308247,1.138
0.160289,0.758883,1.96569
0.352594,0.790501,2.67052
0.811409,0.88456,1.15941
0.140376,0.674285,5.47233
0.887551,0.714756,3.3574
0.558063,0.567605,3.0103
0.349835,0.741363,5.5219
0.200688,0.546421,0.138323
0.559673,0.799907,2.82844
0.460552,0.877265,4.531
0.633464,0.662215,4.40899
0.352587,0.592846,2.97868
0.37496,0.369699,3.02778
0.489036,0.129876,3.53624
0.00723057,0.84777,0.0490213
0.572588,0.379541,0.314239
0.266706,0.68605,5.13106
0.624412,0.283508,1.0398
0.101162,0.723924,4.50022
0.278412,0.664652,5.16904
0.174186,0.401858,5.20684
0.693211,0.0787929,0.162695
0.4343,0.93275,1.15065
0.773489,0.554324,5.7254
0.0448928,0.76996,3.64476
0.7588,0.32525,2.30873
0.285988,0.370419,3.64284
0.514538,0.785798,0.808619
0.226002,0.153489,0.293596
0.401859,0.830511,6.15476
0.0635566,0.493161,4.89567
0.602958,0.452789,0.843552
0.715188,0.771404,4.87725
0.487593,0.714268,0.499026
0.146999,0.659208,4.24176
0.464991,0.62228,3.72762
0.379076,0.331476,2.52344
0.0705966,0.489756,3.94963
0.747141,0.651625,3.47936
0.300902,0.603437,1.8099
0.836239,0.5279,0.483834
0.254103,0.960847,0.706626
0.245141,0.620769,2.17464
0.47649,0.98892,5.12793
0.516325,0.829839,5.169
0.817841,0.598507,4.2939
0.361764,0.487134,0.715819
0.573317,0.835811,4.37265
0.926303,0.588608,0.130587
0.967972,0.729439,1.93885
0.214264,0.799613,5.29923
0.138574,0.368958,0.796999
0.377909,0.593252,3.22688
0.36389,0.592798,3.83057
0.71747,0.746652,2.10429
0.516334,0.973815,3.47484
0.566583,0.402811,4.09519
0.573613,0.854519,0.539098
0.782537,0.926322,0.744612
0.527272,0.510854,5.82656
0.138671,0.915543,0.863788
0.332465,0.936099,1.34528
0.281924,0.746149,2.95512
0.761946,0.664011,2.78598
0.0525555,0.348864,0.775802
0.825708,0.521815,0.55397
0.163238,0.796431,4.75374
0.509008,0.0635097,1.47945
0.535051,0.366498,1.66261
0.378722,0.799924,0.62734
0.199006,0.916134,5.11986
0.115427,0.689733,1.92314
0.00423735,0.838408,0.718867
0.287808,0.786098,3.01305
0.720473,0.506029,1.91936
0.980217,0.599291,1.91936
0.0471459,0.57738,5.27806
0.193398,0.711448,4.84656
0.572632,0.83359,5.58464
0.41077,0.681504,0.0518819
0.302723,0.571802,2.97103
0.15642,0.72684,1.24996
0.286738,0.459131,3.95283
0.589934,0.646479,2.14578
0.698497,0.0727596,0.955777
0.896527,0.951109,0.883898
0.41873,0.756596,1.87257
0.402813,0.983169,4.57841
0.567028,0.508989,0.794523
0.685548,0.898997,4.65315
0.734266,0.967282,4.3479
0.951021,0.743362,3.68841
0.590715,0.860548,3.59046
0.148563,0.953368,4.1631
0.965888,0.330077,3.08928
0.514392,0.83029,4.02528
0.882258,0.604484,4.73286
0.697143,0.718452,0.463285
0.515475,0.100876,4.33577
0.619948,0.928657,5.23637
