n3,n4
0.889985,0.758196
0.847382,0.99388
0.52089,0.94159
0.940863,0.873569
0.809241,0.79613
0.878517,0.851799
0.966673,0.773525
0.96114,0.997401
0.534799,0.826226
0.554427,0.876287
0.65478,0.897841
0.969581,0.750316
0.673187,0.994638
0.637145,0.903151
0.938345,0.9111
0.824727,0.81899
0.685528,0.582734
0.176705,0.700224
0.640585,0.750262
0.776714,0.983701
0.543484,0.737807
0.631198,0.889942
0.910022,0.961684
0.851184,0.997607
0.485491,0.915853
0.852692,0.764818
0.64772,0.741172
0.773058,0.859836
0.862359,0.982069
0.943219,0.737197
0.844722,0.975368
0.773135,0.720431
0.610889,0.904314
0.943326,0.921503
0.994907,0.97302
0.885157,0.785922
0.852901,0.849389
0.718583,0.971066
0.569686,0.968393
0.825398,0.936452
0.964174,0.967746
0.946546,0.816643
0.372544,0.949131
0.965099,0.688816
0.981993,0.967234
0.915724,0.85176
0.82334,0.994854
0.41201,0.98064
0.876345,0.64589
0.549713,0.915841
0.861686,0.684094
0.996984,0.604122
0.472583,0.502257
0.852268,0.809101
0.928019,0.841894
0.603062,0.871884
0.752025,0.910227
0.933039,0.302935
0.88606,0.889062
0.762406,0.691782
0.565186,0.773032
0.649358,0.687418
0.879825,0.988651
0.624476,0.74157
0.642232,0.925746
0.554767,0.920588
0.972014,0.874955
0.96354,0.942299
0.856688,0.80384
0.8268,0.943023
0.71204,0.669236
0.856963,0.909786
0.9551,0.727445
0.851742,0.934708
0.621505,0.993656
0.86402,0.902952
0.980518,0.903395
0.85751,0.544554
0.929666,0.898804
0.417838,0.863525
0.692432,0.926482
0.78897,0.784998
0.807253,0.5509
0.994949,0.896789
0.879655,0.607583
0.788139,0.718402
0.862915,0.603107
0.999161,0.910913
0.441063,0.933858
0.87502,0.798343
0.882572,0.667264
0.994634,0.984913
0.955723,0.886818
0.845513,0.945561
0.981677,0.75627
0.997719,0.889811
0.723795,0.924678
0.781554,0.995206
0.941056,0.922171
0.942998,0.880394
0.699291,0.999086
0.386911,0.910799
0.729942,0.925109
0.741973,0.877382
0.814039,0.733473
0.634109,0.859328
0.861835,0.539412
0.954891,0.74557
0.97151,0.919031
0.776759,0.961156
0.907256,0.895275
0.812635,0.752525
0.773178,0.731679
0.804688,0.969574
0.450249,0.866947
0.91551,0.728902
0.542675,0.508973
0.646914,0.578023
0.960918,0.966368
0.481424,0.759861
0.72008,0.880074
0.980237,0.875521
0.954262,0.919925
0.727968,0.948413
0.936989,0.623871
0.443834,0.941389
0.828839,0.998905
0.850307,0.820951
0.911655,0.99016
0.945011,0.826768
0.638681,0.970715
0.871243,0.977887
0.907083,0.837184
0.945367,0.975461
0.725754,0.974561
0.859306,0.837645
0.957139,0.740696
0.867144,0.870077
0.445104,0.996548
0.76708,0.895415
0.691039,0.768594
0.863488,0.732276
0.826847,0.633329
0.974693,0.966792
0.600488,0.965966
0.461156,0.995062
0.748696,0.880092
0.92109,0.96876
0.655724,0.824684
0.900483,0.758175
0.976632,0.994678
0.901349,0.927692
0.781,0.956614
0.407145,0.980509
0.793682,0.89588
0.638906,0.970611
0.865808,0.877465
0.642983,0.836022
0.958891,0.974173
0.719204,0.852109
0.646335,0.994117
0.984076,0.725959
0.580163,0.900099
0.635213,0.776539
0.87891,0.779762
0.766812,0.872918
0.807598,0.95298
0.886961,0.901802
0.953147,0.983619
0.925668,0.812409
0.91692,0.880802
0.662322,0.991215
0.851717,0.683956
0.800855,0.759619
0.878442,0.64265
0.982973,0.958588
0.744081,0.817429
0.504355,0.960423
0.938062,0.725045
0.854104,0.821357
0.716325,0.92292
0.859871,0.97956
0.661424,0.966321
0.939993,0.869464
0.463136,0.897969
0.548856,0.63559
0.95413,0.856118
0.789115,0.733693
0.865502,0.9404
0.890696,0.753383
0.801204,0.922106
0.780596,0.635767
0.53764,0.916098
0.620059,0.859216
0.994234,0.81919
0.956526,0.924567
0.835857,0.892713
0.637278,0.995618
0.619619,0.846864
0.927232,0.954322
0.262787,0.772879
0.51473,0.375722
0.344976,0.816864
0.896409,0.964858
0.522339,0.942204
0.909975,0.948685
0.557286,0.746915
0.548514,0.906118
0.721234,0.90459
0.955139,0.871432
0.862672,0.900792
0.947536,0.846624
0.811629,0.887072
0.956858,0.985358
0.955649,0.806822
0.965718,0.757013
0.924319,0.940699
0.998848,0.980568
0.945429,0.653603
0.896482,0.81266
0.948217,0.899786
0.896692,0.978728
0.988889,0.901387
0.982939,0.908077
0.97286,0.778206
0.871341,0.902788
0.87879,0.844157
0.635258,0.930182
0.941182,0.799354
0.398343,0.730773
0.993569,0.993181
0.984381,0.954416
0.525314,0.911011
0.876665,0.7374
0.964225,0.355311
0.62632,0.592503
0.935455,0.929122
0.823562,0.948994
0.560947,0.978931
0.979792,0.840667
0.947112,0.745726
0.812003,0.951834
0.759427,0.997623
0.730199,0.950308
0.932414,0.862904
0.871179,0.925539
0.927286,0.953966
0.716449,0.740427
0.776231,0.671617
0.772936,0.95056
0.386848,0.819043
0.982045,0.962895
0.870992,0.579941
0.889351,0.977882
0.908805,0.867568
0.73728,0.976037
0.956893,0.835477
0.676298,0.940257
0.837363,0.865549
0.927702,0.543766
0.925381,0.781297
0.883542,0.906726
0.666735,0.755191
0.950481,0.997418
0.951084,0.932896
0.958103,0.762263
0.302212,0.981603
0.818507,0.734187
0.80099,0.929806
0.956741,0.696487
0.793645,0.906598
0.891032,0.91877
0.879138,0.830057
0.978169,0.994624
0.847926,0.965113
0.783744,0.69219
0.943035,0.896347
0.919919,0.983341
0.764509,0.844719
0.906843,0.89086
0.924277,0.847872
0.819517,0.680113
0.592976,0.792448
0.561128,0.770807
0.681477,0.894955
0.930856,0.748826
0.966658,0.621401
0.636551,0.89266
0.778251,0.969437
0.718564,0.851543
0.936867,0.740461
0.942095,0.92658
0.961375,0.898483
0.999101,0.502534
0.638684,0.80004
0.960032,0.936741
0.452662,0.800218
0.951399,0.595033
0.945459,0.390693
0.896013,0.778132
0.876939,0.794679
0.960398,0.904822
0.868357,0.560031
0.827034,0.910687
0.726516,0.900541
0.924388,0.558156
0.851616,0.937401
0.391218,0.79181
0.789871,0.998842
0.463358,0.965835
0.925379,0.996169
0.62042,0.708249
0.861466,0.850653
0.949815,0.888609
0.880908,0.767045
0.973406,0.918544
0.884417,0.755402
0.874404,0.704903
0.799653,0.931121
0.960188,0.707626
0.93107,0.865404
0.758822,0.999288
0.655258,0.582643
0.947399,0.955615
0.902619,0.828116
0.64079,0.973134
0.900671,0.758946
0.993288,0.811859
0.981827,0.912637
0.910772,0.856743
0.758041,0.990756
0.935476,0.721311
0.994356,0.998223
0.897941,0.881973
0.890207,0.949316
0.640001,0.896981
0.348721,0.935859
0.65652,0.875074
0.869802,0.797203
0.965447,0.996489
0.84763,0.653654
0.762866,0.769257
0.892203,0.799575
0.619242,0.895603
0.686702,0.97094
0.645592,0.978574
0.906334,0.9863
0.505075,0.775202
0.843922,0.960647
0.935399,0.761325
0.978558,0.932717
0.871782,0.86284
0.742365,0.95398
0.880264,0.396908
0.722869,0.89957
0.79176,0.76567
0.632898,0.853213
0.803006,0.950786
0.628943,0.890155
0.866279,0.895539
0.980283,0.750857
0.731568,0.793705
0.640802,0.973922
0.732052,0.952812
0.881551,0.890005
0.918214,0.963033
0.957396,0.829063
0.849798,0.910151
0.887219,0.953588
0.923799,0.784853
0.940576,0.409251
0.706335,0.847208
0.944198,0.788134
0.985446,0.386038
0.947013,0.79874
0.980895,0.96157
0.674657,0.587602
0.878799,0.619077
0.947636,0.875815
0.863465,0.770798
0.982158,0.985465
0.919,0.835208
0.996202,0.982336
0.906091,0.977905
0.98994,0.819959
0.643209,0.650688
0.850264,0.93442
0.55704,0.973846
0.870388,0.781024
0.678776,0.962647
0.453349,0.742349
0.946178,0.819648
0.983014,0.965892
0.472943,0.851807
0.0862152,0.97725
0.587841,0.903136
0.962139,0.877018
0.872541,0.942441
0.956277,0.643775
0.228673,0.826938
0.950562,0.968406
0.968984,0.85144
0.901673,0.979301
0.994247,0.961249
0.878653,0.974152
0.671397,0.943444
0.78907,0.900517
0.763894,0.423619
0.850382,0.850705
0.910324,0.998966
0.997171,0.891114
0.570342,0.847583
0.594924,0.944835
0.237223,0.62502
0.892207,0.941727
0.587497,0.87166
0.598265,0.677926
0.916121,0.984538
0.841686,0.956401
0.960937,0.63788
0.939837,0.71995
0.893836,0.853865
0.715978,0.813187
0.803676,0.889343
0.948574,0.622723
0.934937,0.998586
0.892127,0.753674
0.977803,0.700402
0.827162,0.987458
0.875292,0.724843
0.986632,0.467387
0.809149,0.988029
0.674322,0.724025
0.889356,0.930697
0.983311,0.989429
0.941004,0.935168
0.414361,0.670482
0.903655,0.738675
0.989363,0.972248
0.95608,0.96997
0.994319,0.933247
0.965562,0.885686
0.654106,0.985353
0.733317,0.981042
0.767066,0.780416
0.998654,0.88112
0.69574,0.950168
0.724877,0.731019
0.876133,0.648742
0.964497,0.617199
0.878856,0.98551
0.948214,0.988732
0.804321,0.770537
0.930843,0.977735
0.989169,0.868085
0.217479,0.97481
0.808958,0.679768
0.683318,0.852841
0.815502,0.976947
0.762602,0.968363
0.999615,0.827559
0.884142,0.45043
0.927556,0.746381
0.658156,0.522245
0.608045,0.868648
0.420186,0.939192
0.972286,0.794068
0.893306,0.55123
0.876415,0.986403
0.799677,0.902745
0.995469,0.91162
0.867184,0.933943
0.872109,0.939805
0.994526,0.824472
0.694326,0.947771
0.991884,0.566645
0.839007,0.938033
0.44074,0.984302
0.969728,0.46477
0.985938,0.808509
0.946673,0.87104
0.80572,0.694675
0.54606,0.774356
0.799916,0.786098
0.91452,0.890496
0.903614,0.738056
0.831366,0.561144
0.654323,0.544249
0.992891,0.982119
0.530253,0.894175
0.867872,0.987022
0.647905,0.804308
0.731177,0.830755
0.920597,0.663568
0.920456,0.996909
0.978887,0.679556
0.894012,0.920701
0.538951,0.816673
0.741618,0.947111
0.953741,0.996069
0.947264,0.997398
0.675659,0.768842
0.819103,0.679287
0.883411,0.815451
0.864462,0.752376
0.89596,0.957989
0.946982,0.906361
0.781364,0.674071
0.597511,0.795609
0.679082,0.912473
0.906142,0.95364
0.838412,0.957077
0.78626,0.573084
0.749068,0.969771
0.988357,0.991102
0.821805,0.821778
0.542482,0.644592
0.475718,0.978655
0.973064,0.832449
0.491265,0.979142
0.78837,0.788269
0.330721,0.86611
0.854485,0.89622
0.838984,0.937282
0.907811,0.830968
0.852818,0.839905
0.973208,0.998003
0.716984,0.998489
0.347628,0.974727
0.993509,0.841194
0.591921,0.96488
0.742307,0.818206
0.903958,0.861476
0.528776,0.951215
0.723042,0.936087
0.709695,0.94863
0.942668,0.734017
0.947312,0.914237
0.650835,0.732122
0.990084,0.714891
0.940207,0.961127
0.612899,0.848606
0.793831,0.895534
0.932717,0.820047
0.980713,0.558032
0.932751,0.99435
0.322965,0.925027
0.914375,0.962668
0.492766,0.937455
0.957633,0.811901
0.731128,0.994616
0.984861,0.736515
0.738796,0.933743
0.829698,0.729328
0.896408,0.841759
0.907706,0.773061
0.957366,0.792971
0.853614,0.401424
0.472266,0.934119
0.909976,0.460813
0.631051,0.988504
0.700281,0.864526
0.62395,0.98596
0.813683,0.924162
0.615494,0.934448
0.971283,0.625145
0.826647,0.484597
0.377952,0.906896
0.714337,0.9967
0.962724,0.697923
0.939295,0.805382
0.997811,0.766068
0.952586,0.984564
0.957995,0.439959
0.935064,0.909455
0.781224,0.915136
0.923934,0.963951
0.574967,0.736716
0.448028,0.618613
0.794597,0.859607
0.880423,0.946103
0.999109,0.818652
0.961838,0.668306
0.925055,0.82018
0.470459,0.772838
0.992784,0.538044
0.661804,0.782045
0.763698,0.882784
0.709162,0.76772
0.866686,0.986363
0.644073,0.979149
0.604753,0.905117
0.816791,0.569839
0.830069,0.885409
0.904788,0.908917
0.595926,0.944055
0.646421,0.988646
0.815143,0.705037
0.996075,0.988737
0.463012,0.98
0.896973,0.811388
0.555918,0.985125
0.923342,0.959518
0.477804,0.703878
0.820349,0.749406
0.875029,0.729024
0.973362,0.91561
0.690151,0.330907
0.664179,0.812694
0.914354,0.619448
0.73759,0.716683
0.853283,0.7507
0.98682,0.907164
0.767263,0.988385
0.832088,0.8079
0.648135,0.707565
0.943133,0.959362
0.970336,0.709676
0.878528,0.868736
0.763089,0.737339
0.993076,0.647429
0.721294,0.973979
0.93355,0.94614
0.892965,0.73247
0.740476,0.666309
0.63415,0.884691
0.967948,0.587867
0.983753,0.996773
0.82312,0.638425
0.565055,0.880144
0.814115,0.478171
0.897075,0.600657
0.544006,0.922697
0.938579,0.90192
0.907405,0.76965
0.986206,0.789534
0.746704,0.774984
0.867407,0.828307
0.907057,0.913537
0.939763,0.513082
0.540092,0.949093
0.817865,0.931307
0.720646,0.74875
0.959359,0.916313
0.922766,0.823949
0.937124,0.98917
0.95875,0.763473
0.999448,0.655733
0.772628,0.880487
0.821092,0.780648
0.964464,0.744041
0.734011,0.988537
0.736363,0.691758
0.850431,0.876257
0.763223,0.647348
0.487804,0.6871
0.623299,0.816604
0.784658,0.927701
0.974832,0.971344
0.997404,0.714923
0.990105,0.977764
0.887509,0.903011
0.784966,0.559098
0.874995,0.93567
0.517151,0.54036
0.928132,0.788026
0.907314,0.687822
0.960139,0.952474
0.945781,0.702685
0.958567,0.671386
0.618955,0.737663
0.635553,0.76513
0.843783,0.937449
0.730323,0.590887
0.773582,0.911245
0.835314,0.971801
0.846171,0.726106
0.824975,0.959751
0.78296,0.951167
0.983283,0.946659
0.984882,0.839995
0.832614,0.883859
0.931143,0.554838
0.742085,0.832407
0.508412,0.913143
0.945986,0.878085
0.975915,0.950247
0.957268,0.826758
0.524465,0.855046
0.617425,0.678667
0.417554,0.801584
0.801703,0.972183
0.436754,0.935139
0.756893,0.983395
0.765846,0.489729
0.740261,0.783895
0.744918,0.612537
0.475626,0.908308
0.796505,0.347511
0.88574,0.976947
0.811356,0.917988
0.782349,0.540782
0.830859,0.897843
0.78577,0.834608
0.743462,0.895537
0.877029,0.834572
0.809682,0.963584
0.223659,0.858409
0.969371,0.942443
0.736234,0.895457
0.856509,0.98697
0.959445,0.848319
0.916778,0.96186
0.418479,0.917815
0.965768,0.911693
0.824182,0.964518
0.426921,0.667651
0.928873,0.871724
0.883375,0.930587
0.524273,0.947819
0.451376,0.981363
0.679025,0.646594
0.958378,0.836941
0.731696,0.616651
0.906697,0.828348
0.956362,0.882588
0.795635,0.973589
0.532386,0.978329
0.68976,0.674377
0.96255,0.646278
0.50746,0.930084
0.795854,0.501794
0.990198,0.977389
0.995566,0.856737
0.980607,0.931158
0.726078,0.526144
0.641571,0.755988
0.808674,0.759692
0.72135,0.390709
0.825479,0.941715
0.976563,0.986746
0.694623,0.498818
0.791084,0.729278
0.808874,0.526189
0.716118,0.906733
0.163827,0.860903
0.937286,0.904947
0.981271,0.762155
0.68001,0.922728
0.824109,0.914583
0.884556,0.96217
0.817475,0.990226
0.690488,0.988746
0.552522,0.73706
0.799443,0.799711
0.998408,0.987637
0.993264,0.74917
0.78976,0.97732
0.730025,0.532777
0.722653,0.97239
0.703216,0.959923
0.881114,0.82557
0.950507,0.997441
0.687542,0.991583
0.906525,0.976761
0.902871,0.95975
0.889154,0.80803
0.75719,0.799178
0.884244,0.765916
0.954233,0.719039
0.809833,0.422769
0.682644,0.729791
0.703069,0.891939
0.379978,0.831977
0.666507,0.922501
0.718901,0.958603
0.961659,0.913473
0.960972,0.831223
0.826009,0.634764
0.736128,0.572567
0.92652,0.603086
0.996067,0.718688
0.909125,0.771162
0.902567,0.851108
0.887293,0.803678
0.985843,0.99538
0.843422,0.967833
0.961564,0.744491
0.671041,0.788514
0.842444,0.935536
0.568006,0.934717
0.925143,0.645959
0.626432,0.674147
0.91101,0.858275
0.936822,0.883049
0.780385,0.789352
0.944939,0.987432
0.927043,0.814279
0.545597,0.985785
0.727416,0.991262
0.955424,0.891181
0.830475,0.645713
0.934672,0.972412
0.940149,0.799821
0.845784,0.956548
0.984759,0.56242
0.543966,0.586485
0.725112,0.923504
0.773427,0.907884
0.993314,0.948201
0.670834,0.524838
0.842656,0.950158
0.993605,0.975186
0.963354,0.950075
0.674741,0.776679
0.928388,0.966215
0.909894,0.278726
0.796787,0.831924
0.882188,0.904897
0.576743,0.843067
0.801391,0.680256
0.53961,0.837493
0.915985,0.927519
0.825159,0.659102
0.614223,0.807469
0.79025,0.765202
0.988577,0.999662
0.740064,0.904483
0.910986,0.935441
0.916542,0.50557
0.979448,0.954034
0.337685,0.921291
0.974859,0.838581
0.827227,0.959498
0.856963,0.944769
0.951839,0.816932
0.946499,0.800759
0.999311,0.951014
0.941074,0.926853
0.735121,0.917322
0.877847,0.769164
0.351392,0.74404
0.975065,0.961939
0.794674,0.958126
0.510825,0.940888
0.358201,0.767025
0.945575,0.689609
0.591317,0.965817
0.938692,0.643357
0.902129,0.905798
0.879271,0.961165
0.993202,0.491235
0.700592,0.390597
0.702792,0.978299
0.704225,0.968941
0.888777,0.827827
0.928427,0.660908
0.47585,0.750516
0.692582,0.990592
0.944054,0.834458
0.826561,0.889192
0.953066,0.644244
0.545077,0.707342
0.651017,0.992883
0.970464,0.55106
0.918803,0.604921
0.980737,0.891929
0.914993,0.975457
0.626314,0.781637
0.55409,0.744993
0.842757,0.967016
0.410654,0.838864
0.643261,0.822138
0.992969,0.969097
0.651015,0.840102
0.757507,0.807613
0.702417,0.932048
0.980377,0.962071
0.396837,0.884073
0.91408,0.961536
0.938459,0.793821
0.809078,0.702843
0.909635,0.850168
0.982871,0.824904
0.917936,0.909181
0.864336,0.279866
0.996193,0.905759
0.76049,0.812702
0.981503,0.946942
0.919301,0.605617
0.896464,0.94703
0.988391,0.834168
0.449728,0.980674
0.921129,0.956508
0.824871,0.596812
0.92503,0.942045
0.423566,0.765589
0.939837,0.816012
0.798554,0.715152
0.526512,0.8705
0.798356,0.796868
0.852879,0.753345
0.668693,0.920055
0.906953,0.897096
0.96241,0.787572
0.485871,0.979494
0.845281,0.812188
0.650048,0.886207
0.884989,0.569979
0.872523,0.661464
0.860668,0.956957
0.92671,0.968117
0.944307,0.778947
0.986963,0.514662
0.938815,0.923145
0.835342,0.855961
0.696076,0.944792
0.853086,0.679477
0.861929,0.993121
0.703613,0.935571
0.653606,0.781718
0.960188,0.904968
0.664283,0.817563
0.744046,0.983167
0.901165,0.95281
0.910744,0.99542
0.893752,0.949199
0.637199,0.744637
0.57022,0.988527
0.85619,0.861147
0.783736,0.831179
0.885365,0.716291
0.716518,0.895632
0.94388,0.5308
0.643984,0.844881
0.953985,0.834903
0.947486,0.924983
0.987308,0.949765
0.875125,0.736592
0.827959,0.961104
0.721041,0.940244
0.960969,0.834422
0.96421,0.651819
0.882713,0.895323
0.885602,0.967021
0.849215,0.759392
0.934594,0.697491
0.720689,0.884801
0.762579,0.938773
0.838745,0.956098
0.826584,0.910203
0.992786,0.93211
0.989576,0.958871
0.706497,0.746531
0.33745,0.924224
0.726624,0.895328
0.57873,0.82576
0.638128,0.844475
0.872252,0.744701
0.714882,0.984261
0.813134,0.570493
0.916697,0.704756
0.562974,0.714128
0.91831,0.881813
0.694255,0.606527
0.720228,0.873233
0.657861,0.848755
0.767618,0.930988
0.717175,0.995403
0.846133,0.883594
0.758536,0.912005
0.882544,0.75813
0.949465,0.992291
0.722286,0.883166
0.73247,0.949924
0.91853,0.596303
0.708823,0.930375
0.653108,0.939628
0.991731,0.978792
0.767346,0.845024
0.906135,0.725432
0.696187,0.979536
0.785428,0.873445
0.912049,0.988252
0.664642,0.730248
0.927481,0.925963
0.968899,0.395238
0.982839,0.788605
0.938867,0.981844
0.873988,0.543605
0.964008,0.927223
0.922828,0.964874
0.525243,0.923339
0.474436,0.746328
0.820395,0.605088
0.312848,0.863188
0.229259,0.91206
0.732585,0.681868
0.950286,0.732465
0.949204,0.823878
0.838718,0.981443
0.613599,0.87071
0.921148,0.9916
0.979785,0.979027
0.640324,0.870344
0.797325,0.925545
0.883144,0.811476
0.973719,0.832727
0.53892,0.873185
0.997073,0.887075
0.859815,0.856189
0.522583,0.816757
0.621682,0.872841
0.953266,0.969584
0.908594,0.927928
0.925469,0.905555
0.911696,0.852865
0.844502,0.994486
0.774846,0.692938
0.713374,0.984878
0.86567,0.754256
0.652369,0.848783
0.874761,0.793146
0.931727,0.775321
0.886706,0.949924
0.957279,0.859764
0.783699,0.841659
0.770067,0.79066
0.604801,0.987457
0.900725,0.829528
0.734834,0.823797
0.391299,0.948399
0.753003,0.862185
0.873441,0.684211
0.853202,0.836013
0.628065,0.888813
0.92721,0.579279
0.923866,0.984091
0.866529,0.858701
0.920506,0.952709
0.901764,0.969715
0.660951,0.808349
0.881288,0.953516
0.71766,0.951839
0.742437,0.869608
0.938198,0.991066
0.853136,0.859752
0.922295,0.934175
0.848949,0.831809
0.570348,0.869735
0.925419,0.80556
0.943993,0.949659
0.955485,0.894037
0.512908,0.895765
0.62284,0.89186
0.775563,0.886925
0.960904,0.496271
0.896498,0.94819
0.904056,0.99006
0.871523,0.923798
0.912324,0.999095
0.988186,0.912629
0.94651,0.979426
0.825614,0.900994
0.917385,0.75083
0.29257,0.850895
0.995095,0.743093
0.988529,0.638714
0.902258,0.745545
0.708129,0.680516
0.924232,0.964331
0.908907,0.949071
0.579119,0.890723
0.703038,0.786004
0.808484,0.856595
0.680283,0.574685
0.765578,0.823532
0.844787,0.810685
0.741753,0.950998
0.891784,0.895659
0.802258,0.973447
0.708694,0.998407
0.911923,0.903168
0.809867,0.996598
0.993494,0.744907
0.905827,0.802711
0.418772,0.875558
0.091564,0.707727
0.847374,0.927645
0.821653,0.949476
0.763428,0.48741
0.789813,0.768895
0.744892,0.922781
0.919773,0.975542
0.938445,0.908376
0.997626,0.922924
0.445517,0.922616
0.757575,0.902991
0.816851,0.364424
0.895422,0.966456
0.860356,0.861379
0.714182,0.972998
0.719141,0.941742
0.775266,0.776211
0.885378,0.752105
0.82679,0.618695
0.468704,0.881817
0.937972,0.965769
0.494326,0.857623
0.362085,0.889635
0.557528,0.942833
0.863283,0.999472
0.451952,0.995501
0.951266,0.977178
0.927581,0.946739
0.931534,0.817174
0.564513,0.909556
0.803107,0.853361
0.870582,0.924815
0.886897,0.688951
0.964209,0.803614
0.786346,0.40813
0.970695,0.920269
0.987465,0.848595
0.955783,0.632276
0.83643,0.756323
0.653085,0.881446
0.923409,0.886197
0.992319,0.884216
0.584881,0.853532
0.786954,0.926199
0.996622,0.74433
0.419054,0.987851
0.978794,0.982172
0.669238,0.735893
0.748381,0.981885
0.761801,0.953588
0.847131,0.981059
0.928743,0.986025
0.75028,0.646049
0.928616,0.965448
0.748693,0.950784
0.575987,0.953132
0.994725,0.925613
0.973688,0.730311
0.810882,0.725247
0.897174,0.935337
0.989156,0.811407
0.921496,0.979496
0.258442,0.986533
0.706728,0.807837
0.754444,0.990348
0.612843,0.245536
0.991165,0.621852
0.920642,0.929565
0.801078,0.541609
0.855447,0.971853
0.520142,0.621292
0.928822,0.874967
0.64796,0.882826
0.996292,0.894434
0.888229,0.829141
0.802915,0.480558
0.648221,0.924614
0.981547,0.893376
0.97541,0.778584
0.763462,0.467296
0.727995,0.896568
0.690826,0.972824
0.816412,0.398487
0.566507,0.917045
0.921306,0.949554
0.840263,0.805673
0.970897,0.88324
0.877862,0.954439
0.856693,0.826586
0.82321,0.998121
0.676464,0.936155
0.641322,0.452981
0.941528,0.971813
0.642183,0.975397
0.880357,0.811302
0.896893,0.755113
0.894268,0.914343
0.418772,0.85536
0.913913,0.917611
0.84539,0.92396
0.959098,0.807144
0.80383,0.96917
0.815235,0.611235
0.927364,0.830678
0.395328,0.775623
0.99627,0.989156
0.971466,0.801465
0.981755,0.952373
0.667993,0.933704
0.827694,0.879498
0.747081,0.885802
0.818176,0.94384
0.910871,0.921755
0.944927,0.678387
0.754966,0.896673
0.773937,0.64932
0.711437,0.818214
0.535007,0.966614
0.902655,0.989878
0.72349,0.639023
0.880137,0.896211
0.712046,0.990022
0.886208,0.933698
0.976546,0.872442
0.834749,0.847618
0.683907,0.983518
0.718289,0.857674
0.69622,0.873625
0.882849,0.920815
0.562243,0.966628
0.966935,0.852171
0.884897,0.799514
0.244226,0.728791
0.994246,0.985307
0.810918,0.746889
0.9689,0.860412
0.919253,0.936646
0.877098,0.778261
0.585306,0.886464
0.601133,0.983663
0.960346,0.767935
0.950312,0.966046
0.813473,0.936146
0.952963,0.999681
0.983846,0.930439
0.917777,0.977255
0.885057,0.570086
0.994079,0.899476
0.912747,0.647159
0.653393,0.734529
0.901192,0.736349
0.604455,0.842974
0.67282,0.960196
0.769001,0.422588
0.996401,0.746811
0.930166,0.602061
0.984642,0.729156
0.945265,0.731006
0.392849,0.700446
0.853688,0.802098
0.239123,0.981587
0.838306,0.883853
0.952928,0.842059
0.709081,0.952396
0.748633,0.931263
0.787528,0.950826
0.923018,0.888754
0.934072,0.997134
0.851031,0.793557
0.821452,0.855501
0.78063,0.798653
0.411214,0.954643
0.714053,0.949129
0.916292,0.600239
0.711061,0.995637
0.894587,0.975802
0.610331,0.939169
0.642148,0.826805
0.964114,0.953876
0.804263,0.960263
0.746423,0.936719
0.864593,0.978468
0.938225,0.917646
0.891996,0.79338
0.752005,0.964406
0.742055,0.536462
0.757089,0.963937
0.555422,0.912621
0.806036,0.959154
0.784401,0.913497
0.936604,0.781843
0.979614,0.608721
0.805164,0.939407
0.850219,0.736859
0.646618,0.832031
0.790035,0.77969
0.821207,0.836059
0.778722,0.581013
0.916894,0.585593
0.864965,0.496225
0.460696,0.811488
0.774474,0.959402
0.548054,0.822979
0.854586,0.957873
0.965419,0.668054
0.734336,0.872947
0.956517,0.901138
0.619294,0.878129
0.790023,0.966255
0.772945,0.971508
0.952329,0.504334
0.86695,0.967153
0.569536,0.85285
0.783847,0.880505
0.540236,0.975251
0.832336,0.392693
0.74649,0.979709
0.928827,0.586265
0.907,0.954541
0.915616,0.932872
0.588998,0.611522
0.899478,0.981731
0.846944,0.87449
0.873426,0.559176
0.691071,0.725123
0.852116,0.874106
0.706764,0.907748
0.789705,0.912688
0.566628,0.934551
0.850983,0.697938
0.844299,0.912028
0.949955,0.927135
0.909111,0.934675
0.976633,0.871563
0.635009,0.978507
0.962346,0.64341
0.932084,0.890178
0.923129,0.827234
0.85817,0.772485
0.837705,0.833418
0.386333,0.92667
0.694843,0.593216
0.89621,0.98724
0.993904,0.840096
0.664103,0.903225
0.893574,0.970597
0.366931,0.823789
0.883797,0.918174
0.752984,0.75718
0.944174,0.817089
0.750122,0.943253
0.553997,0.778736
0.834256,0.843928
0.454545,0.923045
0.99513,0.972298
0.998513,0.912948
0.715078,0.712515
0.907566,0.933367
0.824244,0.883868
0.595098,0.502288
0.972406,0.94028
0.756865,0.989253
0.945728,0.757488
0.699261,0.650329
0.648105,0.952237
0.693279,0.861799
0.85818,0.951851
0.599468,0.910036
0.903557,0.89724
0.718124,0.472805
0.987636,0.770046
0.95827,0.955552
0.52592,0.633392
0.627581,0.568613
0.87706,0.498383
0.712474,0.963219
0.987961,0.975006
0.829155,0.940271
0.849131,0.838608
0.933943,0.848287
0.692416,0.941992
0.785654,0.821478
0.994835,0.937264
0.242662,0.972026
0.992808,0.970281
0.818551,0.872957
0.816859,0.932634
0.564511,0.995241
0.968772,0.928547
0.961935,0.94774
0.913252,0.843518
0.965562,0.976083
0.972404,0.855274
0.899435,0.926909
0.737086,0.954749
0.877361,0.880464
0.796379,0.822117
0.876638,0.98946
0.799649,0.922795
0.91893,0.799084
0.586975,0.719447
0.932853,0.762438
0.778669,0.980434
0.552177,0.737375
0.689824,0.841838
0.95767,0.807628
0.887386,0.944008
0.895082,0.990531
0.995159,0.962019
0.907495,0.636329
0.784299,0.7893
0.968665,0.981503
